month,boutique,market,region,location_type,division,category,monthly_sales_target,traffic_target,conversion_target,clienteling_target
2025-12,Dallas,South,Americas,Fashion Boutique,Fragrance & Beauty,Fragrance & Beauty,474988.42,3976,0.198,647
2025-12,Dallas,South,Americas,Fashion Boutique,Fashion,Ready-to-Wear,1634720.22,7031,0.242,305
2025-12,Dallas,South,Americas,Fashion Boutique,Fashion,Footwear,690835.81,4029,0.183,616
2025-12,Dallas,South,Americas,Fashion Boutique,Watches & Fine Jewelry,Watches,197955.39,3260,0.252,281
2025-12,Dallas,South,Americas,Fashion Boutique,Watches & Fine Jewelry,Fine Jewelry,299365.7,2040,0.259,712
2025-01,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Handbags,0.0,3960,0.319,472
2025-01,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Small Leather Goods,0.0,4055,0.197,159
2025-01,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Costume Jewelry,0.0,1872,0.261,259
2025-01,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Other Accessories,76347.83,3884,0.234,280
2025-01,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Eyewear,0.0,2929,0.258,512
2025-01,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,3183326.01,1109,0.21,220
2025-01,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Ready-to-Wear,0.0,3724,0.317,536
2025-01,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Footwear,0.0,4087,0.348,170
2025-01,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Watches,0.0,3036,0.313,548
2025-01,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,277954.39,2080,0.334,274
2025-02,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Handbags,0.0,1196,0.221,433
2025-02,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Small Leather Goods,0.0,3653,0.284,414
2025-02,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Costume Jewelry,0.0,2409,0.279,424
2025-02,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Other Accessories,76786.87,3035,0.326,312
2025-02,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Eyewear,0.0,1484,0.222,452
2025-02,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,3657143.87,1633,0.185,173
2025-02,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Ready-to-Wear,0.0,1881,0.286,222
2025-02,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Footwear,0.0,1374,0.297,504
2025-02,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Watches,0.0,3536,0.308,303
2025-02,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,233755.04,2881,0.226,148
2025-03,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Handbags,0.0,3819,0.192,312
2025-03,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Small Leather Goods,0.0,3876,0.189,160
2025-03,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Costume Jewelry,0.0,4238,0.299,543
2025-03,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Other Accessories,67625.74,3652,0.334,244
2025-03,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Eyewear,0.0,2203,0.285,405
2025-03,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,3159461.64,1894,0.263,277
2025-03,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Ready-to-Wear,0.0,2770,0.258,242
2025-03,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Footwear,0.0,1392,0.189,192
2025-03,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Watches,0.0,2183,0.339,422
2025-03,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,300466.71,3427,0.253,458
2025-04,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Handbags,0.0,2164,0.345,241
2025-04,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Small Leather Goods,0.0,1532,0.267,442
2025-04,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Costume Jewelry,0.0,2130,0.288,292
2025-04,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Other Accessories,88471.28,1498,0.242,582
2025-04,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Eyewear,0.0,5065,0.347,483
2025-04,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,3939333.93,5185,0.243,236
2025-04,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Ready-to-Wear,0.0,2763,0.333,276
2025-04,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Footwear,0.0,2098,0.32,353
2025-04,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Watches,0.0,5198,0.278,243
2025-04,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,365141.5,1230,0.265,526
2025-05,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Handbags,0.0,4948,0.238,338
2025-05,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Small Leather Goods,0.0,3329,0.201,278
2025-05,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Costume Jewelry,0.0,2622,0.29,469
2025-05,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Other Accessories,84038.93,2589,0.268,422
2025-05,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Eyewear,0.0,1952,0.317,552
2025-05,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,4085337.08,4564,0.203,600
2025-05,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Ready-to-Wear,0.0,4254,0.251,529
2025-05,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Footwear,0.0,2264,0.302,548
2025-05,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Watches,0.0,4366,0.314,454
2025-05,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,338503.62,2242,0.202,424
2025-06,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Handbags,0.0,3721,0.299,300
2025-06,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Small Leather Goods,0.0,5072,0.318,550
2025-06,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Costume Jewelry,0.0,3405,0.324,508
2025-06,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Other Accessories,69327.9,3693,0.324,380
2025-06,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Eyewear,0.0,2754,0.221,632
2025-06,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,3856931.1,2120,0.198,351
2025-06,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Ready-to-Wear,0.0,1421,0.232,229
2025-06,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Footwear,0.0,3263,0.274,161
2025-06,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Watches,0.0,2511,0.221,621
2025-06,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,311011.44,2872,0.301,466
2025-07,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Handbags,0.0,2184,0.215,352
2025-07,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Small Leather Goods,0.0,4683,0.24,254
2025-07,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Costume Jewelry,0.0,4763,0.202,396
2025-07,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Other Accessories,68959.32,4190,0.337,457
2025-07,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Eyewear,0.0,2879,0.225,480
2025-07,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,3147658.82,4747,0.316,606
2025-07,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Ready-to-Wear,0.0,3431,0.206,530
2025-07,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Footwear,0.0,4356,0.183,394
2025-07,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Watches,0.0,4170,0.288,224
2025-07,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,263930.05,4012,0.267,250
2025-08,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Handbags,0.0,3443,0.212,364
2025-08,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Small Leather Goods,0.0,1835,0.203,192
2025-08,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Costume Jewelry,0.0,2166,0.19,484
2025-08,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Other Accessories,67564.32,3280,0.189,157
2025-08,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Eyewear,0.0,2216,0.2,250
2025-08,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,3544729.45,2163,0.314,426
2025-08,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Ready-to-Wear,0.0,1594,0.195,198
2025-08,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Footwear,0.0,3671,0.248,351
2025-08,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Watches,0.0,2744,0.311,372
2025-08,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,293156.76,2714,0.243,483
2025-09,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Handbags,0.0,3248,0.198,641
2025-09,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Small Leather Goods,0.0,2541,0.274,390
2025-09,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Costume Jewelry,0.0,2958,0.29,571
2025-09,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Other Accessories,75226.75,2638,0.273,217
2025-09,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Eyewear,0.0,2377,0.208,402
2025-09,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,4272529.27,2411,0.248,680
2025-09,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Ready-to-Wear,0.0,2357,0.207,266
2025-09,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Footwear,0.0,1656,0.24,367
2025-09,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Watches,0.0,3083,0.28,348
2025-09,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,369101.62,2467,0.321,579
2025-10,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Handbags,0.0,3325,0.328,584
2025-10,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Small Leather Goods,0.0,1469,0.204,624
2025-10,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Costume Jewelry,0.0,2751,0.313,172
2025-10,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Other Accessories,103112.17,2777,0.245,504
2025-10,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Eyewear,0.0,3429,0.242,356
2025-10,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,3602352.44,4378,0.227,652
2025-10,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Ready-to-Wear,0.0,5549,0.285,297
2025-10,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Footwear,0.0,3834,0.194,174
2025-10,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Watches,0.0,2076,0.186,176
2025-10,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,380937.44,3630,0.221,699
2025-11,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Handbags,0.0,2414,0.222,588
2025-11,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Small Leather Goods,0.0,5999,0.227,585
2025-11,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Costume Jewelry,0.0,1697,0.181,664
2025-11,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Other Accessories,100122.1,1894,0.341,717
2025-11,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Eyewear,0.0,5732,0.221,353
2025-11,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,4108619.7,2370,0.266,518
2025-11,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Ready-to-Wear,0.0,2740,0.339,630
2025-11,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Footwear,0.0,3616,0.345,624
2025-11,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Watches,0.0,4018,0.258,696
2025-11,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,418299.35,2192,0.195,749
2025-12,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Handbags,0.0,6402,0.265,552
2025-12,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Small Leather Goods,0.0,6605,0.296,386
2025-12,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Costume Jewelry,0.0,5144,0.236,447
2025-12,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Other Accessories,122165.23,5479,0.188,637
2025-12,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Eyewear,0.0,5587,0.246,701
2025-12,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,5046125.98,2438,0.348,817
2025-12,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Ready-to-Wear,0.0,2000,0.246,701
2025-12,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Fashion,Footwear,0.0,3278,0.305,771
2025-12,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Watches,0.0,1891,0.244,657
2025-12,Fifth Avenue Beauty,New York,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,533537.41,6130,0.301,222
2025-01,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Handbags,0.0,4461,0.229,507
2025-01,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Small Leather Goods,0.0,3945,0.239,169
2025-01,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Costume Jewelry,0.0,1782,0.226,430
2025-01,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Other Accessories,67371.37,3013,0.31,545
2025-01,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Eyewear,0.0,1792,0.345,298
2025-01,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,3136705.57,3036,0.202,373
2025-01,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Ready-to-Wear,0.0,4040,0.182,361
2025-01,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Footwear,0.0,2406,0.301,479
2025-01,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Watches,0.0,3581,0.217,275
2025-01,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,272891.16,1261,0.313,213
2025-02,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Handbags,0.0,4041,0.336,154
2025-02,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Small Leather Goods,0.0,1388,0.313,490
2025-02,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Costume Jewelry,0.0,4125,0.206,457
2025-02,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Other Accessories,68293.83,1998,0.212,203
2025-02,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Eyewear,0.0,4657,0.323,539
2025-02,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,2960321.07,1594,0.217,226
2025-02,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Ready-to-Wear,0.0,3213,0.212,235
2025-02,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Footwear,0.0,3640,0.264,271
2025-02,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Watches,0.0,1204,0.237,433
2025-02,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,241568.16,4480,0.309,319
2025-03,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Handbags,0.0,2622,0.211,471
2025-03,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Small Leather Goods,0.0,2599,0.238,290
2025-03,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Costume Jewelry,0.0,3376,0.209,466
2025-03,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Other Accessories,70329.1,2836,0.337,514
2025-03,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Eyewear,0.0,2769,0.25,230
2025-03,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,2866877.37,2946,0.231,372
2025-03,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Ready-to-Wear,0.0,2106,0.226,586
2025-03,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Footwear,0.0,1581,0.317,259
2025-03,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Watches,0.0,2007,0.271,350
2025-03,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,262472.74,1923,0.186,517
2025-04,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Handbags,0.0,3298,0.232,507
2025-04,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Small Leather Goods,0.0,2329,0.31,451
2025-04,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Costume Jewelry,0.0,1750,0.254,441
2025-04,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Other Accessories,82568.56,4417,0.341,333
2025-04,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Eyewear,0.0,3947,0.295,420
2025-04,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,3283497.19,4594,0.195,352
2025-04,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Ready-to-Wear,0.0,2785,0.253,548
2025-04,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Footwear,0.0,1799,0.253,233
2025-04,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Watches,0.0,4666,0.275,525
2025-04,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,278763.86,4419,0.315,298
2025-05,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Handbags,0.0,2584,0.227,441
2025-05,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Small Leather Goods,0.0,4028,0.329,353
2025-05,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Costume Jewelry,0.0,4911,0.308,321
2025-05,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Other Accessories,80764.26,3332,0.316,658
2025-05,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Eyewear,0.0,5286,0.228,592
2025-05,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,3556845.79,4533,0.232,540
2025-05,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Ready-to-Wear,0.0,4803,0.249,266
2025-05,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Footwear,0.0,4081,0.202,325
2025-05,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Watches,0.0,1892,0.221,631
2025-05,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,319750.54,1986,0.314,491
2025-06,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Handbags,0.0,3891,0.3,610
2025-06,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Small Leather Goods,0.0,4264,0.325,543
2025-06,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Costume Jewelry,0.0,2294,0.21,385
2025-06,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Other Accessories,75092.98,5158,0.336,158
2025-06,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Eyewear,0.0,4558,0.345,211
2025-06,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,3162013.97,2889,0.229,234
2025-06,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Ready-to-Wear,0.0,3351,0.207,250
2025-06,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Footwear,0.0,2329,0.204,406
2025-06,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Watches,0.0,4409,0.312,183
2025-06,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,266975.82,3601,0.25,415
2025-07,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Handbags,0.0,4722,0.223,161
2025-07,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Small Leather Goods,0.0,4626,0.287,591
2025-07,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Costume Jewelry,0.0,3803,0.319,569
2025-07,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Other Accessories,57724.13,4524,0.189,571
2025-07,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Eyewear,0.0,4290,0.189,474
2025-07,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,3007338.32,3862,0.307,367
2025-07,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Ready-to-Wear,0.0,2189,0.201,141
2025-07,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Footwear,0.0,3540,0.339,445
2025-07,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Watches,0.0,4371,0.294,421
2025-07,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,263029.03,4809,0.325,244
2025-08,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Handbags,0.0,1927,0.243,168
2025-08,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Small Leather Goods,0.0,2681,0.302,300
2025-08,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Costume Jewelry,0.0,1781,0.305,463
2025-08,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Other Accessories,61838.39,1226,0.261,310
2025-08,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Eyewear,0.0,2643,0.193,230
2025-08,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fragrance & Beauty,Fragrance & Beauty,2493071.82,1674,0.339,446
2025-08,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Ready-to-Wear,0.0,2612,0.261,138
2025-08,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Footwear,0.0,3756,0.199,207
2025-08,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Watches,0.0,1683,0.219,451
2025-08,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Watches & Fine Jewelry,Fine Jewelry,251148.59,2529,0.251,257
2025-09,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Handbags,0.0,4127,0.285,205
2025-09,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Small Leather Goods,0.0,3942,0.285,371
2025-09,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Costume Jewelry,0.0,5367,0.299,425
2025-09,Boston Beauty,Northeast,Americas,Fragrance & Beauty Boutique,Fashion,Other Accessories,77921.44,3501,0.341,237
